date,week_type,local_holiday,special_event,affected_status
2022-01-25,Weekday,False,False,
2022-01-26,Weekday,False,False,
2022-01-27,Weekday,False,False,
2022-01-28,Weekday,False,False,
2022-01-29,Weekend,False,False,Weekend
2022-01-30,Weekend,False,False,Weekend
2022-01-31,Weekday,False,False,
2022-02-01,Weekday,False,False,
2022-02-02,Weekday,False,False,
2022-02-03,Weekday,False,False,
2022-02-04,Weekday,False,False,
2022-02-05,Weekend,False,False,Weekend
2022-02-06,Weekend,False,False,Weekend
2022-02-07,Weekday,False,False,
2022-02-08,Weekday,False,False,
2022-02-09,Weekday,False,False,
2022-02-10,Weekday,False,False,
2022-02-11,Weekday,False,False,
2022-02-12,Weekend,False,False,Weekend
2022-02-13,Weekend,False,False,Weekend
2022-02-14,Weekday,False,False,
2022-02-15,Weekday,False,False,
2022-02-16,Weekday,False,False,
2022-02-17,Weekday,False,False,
2022-02-18,Weekday,False,False,
2022-02-19,Weekend,False,False,Weekend
2022-02-20,Weekend,False,False,Weekend
2022-02-21,Weekday,False,False,
2022-02-22,Weekday,False,False,
2022-02-23,Weekday,False,False,
2022-02-24,Weekday,False,False,
2022-02-25,Weekday,False,False,
2022-02-26,Weekend,False,False,Weekend
2022-02-27,Weekend,False,False,Weekend
2022-02-28,Weekday,False,False,
2022-03-01,Weekday,False,False,
2022-03-02,Weekday,False,False,
2022-03-03,Weekday,False,False,
2022-03-04,Weekday,False,False,
2022-03-05,Weekend,False,False,Weekend
2022-03-06,Weekend,False,False,Weekend
2022-03-07,Weekday,False,False,
2022-03-08,Weekday,False,False,
2022-03-09,Weekday,False,False,
2022-03-10,Weekday,False,False,
2022-03-11,Weekday,False,False,
2022-03-12,Weekend,False,False,Weekend
2022-03-13,Weekend,False,True,"Special Event, Weekend"
2022-03-14,Weekday,False,True,Special Event
2022-03-15,Weekday,False,True,Special Event
2022-03-16,Weekday,False,True,Special Event
2022-03-17,Weekday,False,False,
2022-03-18,Weekday,False,False,
2022-03-19,Weekend,False,False,Weekend
2022-03-20,Weekend,False,False,Weekend
2022-03-21,Weekday,False,False,
2022-03-22,Weekday,False,False,
2022-03-23,Weekday,False,False,
2022-03-24,Weekday,False,False,
2022-03-25,Weekday,False,False,
2022-03-26,Weekend,False,False,Weekend
2022-03-27,Weekend,False,False,Weekend
2022-03-28,Weekday,False,False,
2022-03-29,Weekday,False,False,
2022-03-30,Weekday,False,False,
2022-03-31,Weekday,False,False,
2022-04-01,Weekday,False,False,
2022-04-02,Weekend,False,False,Weekend
2022-04-03,Weekend,False,False,Weekend
2022-04-04,Weekday,False,False,
2022-04-05,Weekday,False,False,
2022-04-06,Weekday,False,False,
2022-04-07,Weekday,False,False,
2022-04-08,Weekday,False,False,
2022-04-09,Weekend,False,False,Weekend
2022-04-10,Weekend,False,True,"Special Event, Weekend"
2022-04-11,Weekday,False,False,
2022-04-12,Weekday,False,False,
2022-04-13,Weekday,False,False,
2022-04-14,Weekday,False,False,
2022-04-15,Weekday,False,False,
2022-04-16,Weekend,False,False,Weekend
2022-04-17,Weekend,False,False,Weekend
2022-04-18,Weekday,True,False,Local Holiday
2022-04-19,Weekday,False,False,
2022-04-20,Weekday,False,False,
2022-04-21,Weekday,False,False,
2022-04-22,Weekday,False,True,Special Event
2022-04-23,Weekend,False,False,Weekend
2022-04-24,Weekend,False,False,Weekend
2022-04-25,Weekday,False,False,
2022-04-26,Weekday,False,False,
2022-04-27,Weekday,False,False,
2022-04-28,Weekday,False,False,
2022-04-29,Weekday,False,False,
2022-04-30,Weekend,False,False,Weekend
2022-05-01,Weekend,True,False,"Local Holiday, Weekend"
2022-05-02,Weekday,False,False,
2022-05-03,Weekday,False,False,
2022-05-04,Weekday,False,False,
2022-05-05,Weekday,False,False,
2022-05-06,Weekday,False,False,
2022-05-07,Weekend,False,False,Weekend
2022-05-08,Weekend,False,False,Weekend
2022-05-09,Weekday,False,False,
2022-05-10,Weekday,False,False,
2022-05-11,Weekday,False,False,
2022-05-12,Weekday,False,False,
2022-05-13,Weekday,False,False,
2022-05-14,Weekend,False,False,Weekend
2022-05-15,Weekend,False,True,"Special Event, Weekend"
2022-05-16,Weekday,False,False,
2022-05-17,Weekday,False,False,
2022-05-18,Weekday,False,False,
2022-05-19,Weekday,False,False,
2022-05-20,Weekday,False,False,
2022-05-21,Weekend,False,False,Weekend
2022-05-22,Weekend,False,False,Weekend
2022-05-23,Weekday,False,False,
2022-05-24,Weekday,False,False,
2022-05-25,Weekday,False,False,
2022-05-26,Weekday,False,False,
2022-05-27,Weekday,False,False,
2022-05-28,Weekend,False,False,Weekend
2022-05-29,Weekend,False,False,Weekend
2022-05-30,Weekday,False,False,
2022-05-31,Weekday,False,False,
2022-06-01,Weekday,False,False,
2022-06-02,Weekday,False,False,
2022-06-03,Weekday,False,False,
2022-06-04,Weekend,False,False,Weekend
2022-06-05,Weekend,False,False,Weekend
2022-06-06,Weekday,False,False,
2022-06-07,Weekday,False,False,
2022-06-08,Weekday,False,False,
2022-06-09,Weekday,False,False,
2022-06-10,Weekday,False,False,
2022-06-11,Weekend,False,False,Weekend
2022-06-12,Weekend,False,False,Weekend
2022-06-13,Weekday,False,False,
2022-06-14,Weekday,False,False,
2022-06-15,Weekday,False,False,
2022-06-16,Weekday,False,False,
2022-06-17,Weekday,False,False,
2022-06-18,Weekend,False,False,Weekend
2022-06-19,Weekend,False,False,Weekend
2022-06-20,Weekday,False,False,
2022-06-21,Weekday,False,False,
2022-06-22,Weekday,False,False,
2022-06-23,Weekday,False,False,
2022-06-24,Weekday,False,False,
2022-06-25,Weekend,False,False,Weekend
2022-06-26,Weekend,False,False,Weekend
2022-06-27,Weekday,False,False,
2022-06-28,Weekday,False,False,
2022-06-29,Weekday,False,False,
2022-06-30,Weekday,False,False,
2022-07-01,Weekday,False,False,
2022-07-02,Weekend,False,False,Weekend
2022-07-03,Weekend,False,False,Weekend
2022-07-04,Weekday,False,False,
2022-07-05,Weekday,False,False,
2022-07-06,Weekday,False,False,
2022-07-07,Weekday,False,False,
2022-07-08,Weekday,False,False,
2022-07-09,Weekend,False,False,Weekend
2022-07-10,Weekend,False,False,Weekend
2022-07-11,Weekday,False,False,
2022-07-12,Weekday,False,False,
2022-07-13,Weekday,False,False,
2022-07-14,Weekday,False,False,
2022-07-15,Weekday,False,False,
2022-07-16,Weekend,False,False,Weekend
2022-07-17,Weekend,False,False,Weekend
2022-07-18,Weekday,False,False,
2022-07-19,Weekday,False,False,
2022-07-20,Weekday,False,False,
2022-07-21,Weekday,False,False,
2022-07-22,Weekday,False,False,
2022-07-23,Weekend,False,False,Weekend
2022-07-24,Weekend,False,False,Weekend
2022-07-25,Weekday,False,False,
2022-07-26,Weekday,False,False,
2022-07-27,Weekday,False,False,
2022-07-28,Weekday,False,False,
2022-07-29,Weekday,False,False,
2022-07-30,Weekend,False,False,Weekend
2022-07-31,Weekend,False,False,Weekend
2022-08-01,Weekday,False,False,
2022-08-02,Weekday,False,False,
2022-08-03,Weekday,False,False,
2022-08-04,Weekday,False,False,
2022-08-05,Weekday,False,False,
2022-08-06,Weekend,False,False,Weekend
2022-08-07,Weekend,False,False,Weekend
2022-08-08,Weekday,False,False,
2022-08-09,Weekday,False,False,
2022-08-10,Weekday,False,False,
2022-08-11,Weekday,False,False,
2022-08-12,Weekday,False,False,
2022-08-13,Weekend,False,False,Weekend
2022-08-14,Weekend,False,False,Weekend
2022-08-15,Weekday,True,True,"Local Holiday, Special Event"
2022-08-16,Weekday,False,False,
2022-08-17,Weekday,False,False,
2022-08-18,Weekday,False,False,
2022-08-19,Weekday,False,False,
2022-08-20,Weekend,False,False,Weekend
2022-08-21,Weekend,False,False,Weekend
2022-08-22,Weekday,False,False,
2022-08-23,Weekday,False,False,
2022-08-24,Weekday,False,False,
2022-08-25,Weekday,False,False,
2022-08-26,Weekday,False,False,
2022-08-27,Weekend,False,False,Weekend
2022-08-28,Weekend,False,False,Weekend
2022-08-29,Weekday,False,False,
2022-08-30,Weekday,False,False,
2022-08-31,Weekday,False,False,
2022-09-01,Weekday,False,False,
2022-09-02,Weekday,False,False,
2022-09-03,Weekend,False,False,Weekend
2022-09-04,Weekend,False,False,Weekend
2022-09-05,Weekday,False,False,
2022-09-06,Weekday,False,False,
2022-09-07,Weekday,False,False,
2022-09-08,Weekday,False,False,
2022-09-09,Weekday,False,False,
2022-09-10,Weekend,False,False,Weekend
2022-09-11,Weekend,True,False,"Local Holiday, Weekend"
2022-09-12,Weekday,False,False,
2022-09-13,Weekday,False,False,
2022-09-14,Weekday,False,False,
2022-09-15,Weekday,False,False,
2022-09-16,Weekday,False,False,
2022-09-17,Weekend,False,False,Weekend
2022-09-18,Weekend,False,False,Weekend
2022-09-19,Weekday,False,False,
2022-09-20,Weekday,False,False,
2022-09-21,Weekday,False,False,
2022-09-22,Weekday,False,False,
2022-09-23,Weekday,False,False,
2022-09-24,Weekend,False,False,Weekend
2022-09-25,Weekend,False,False,Weekend
2022-09-26,Weekday,False,False,
2022-09-27,Weekday,False,False,
2022-09-28,Weekday,False,False,
2022-09-29,Weekday,False,False,
2022-09-30,Weekday,False,False,
2022-10-01,Weekend,False,False,Weekend
2022-10-02,Weekend,False,False,Weekend
2022-10-03,Weekday,False,False,
2022-10-04,Weekday,False,False,
2022-10-05,Weekday,False,False,
2022-10-06,Weekday,False,False,
2022-10-07,Weekday,False,False,
2022-10-08,Weekend,False,False,Weekend
2022-10-09,Weekend,False,False,Weekend
2022-10-10,Weekday,False,False,
2022-10-11,Weekday,False,False,
2022-10-12,Weekday,False,False,
2022-10-13,Weekday,False,False,
2022-10-14,Weekday,False,False,
2022-10-15,Weekend,False,False,Weekend
2022-10-16,Weekend,False,False,Weekend
2022-10-17,Weekday,False,False,
2022-10-18,Weekday,False,False,
2022-10-19,Weekday,False,False,
2022-10-20,Weekday,False,False,
2022-10-21,Weekday,False,False,
2022-10-22,Weekend,False,False,Weekend
2022-10-23,Weekend,False,False,Weekend
2022-10-24,Weekday,False,False,
2022-10-25,Weekday,False,False,
2022-10-26,Weekday,False,False,
2022-10-27,Weekday,False,False,
2022-10-28,Weekday,False,False,
2022-10-29,Weekend,False,False,Weekend
2022-10-30,Weekend,False,False,Weekend
2022-10-31,Weekday,False,False,
2022-11-01,Weekday,False,False,
2022-11-02,Weekday,False,False,
2022-11-03,Weekday,False,False,
2022-11-04,Weekday,False,False,
2022-11-05,Weekend,False,False,Weekend
2022-11-06,Weekend,False,False,Weekend
2022-11-07,Weekday,False,False,
2022-11-08,Weekday,False,False,
2022-11-09,Weekday,False,False,
2022-11-10,Weekday,False,False,
2022-11-11,Weekday,False,False,
2022-11-12,Weekend,False,False,Weekend
2022-11-13,Weekend,False,False,Weekend
2022-11-14,Weekday,False,False,
2022-11-15,Weekday,False,False,
2022-11-16,Weekday,False,False,
2022-11-17,Weekday,False,False,
2022-11-18,Weekday,False,False,
2022-11-19,Weekend,False,False,Weekend
2022-11-20,Weekend,False,False,Weekend
2022-11-21,Weekday,False,False,
2022-11-22,Weekday,False,False,
2022-11-23,Weekday,False,False,
2022-11-24,Weekday,False,False,
2022-11-25,Weekday,False,False,
2022-11-26,Weekend,False,False,Weekend
2022-11-27,Weekend,False,False,Weekend
2022-11-28,Weekday,False,False,
2022-11-29,Weekday,False,False,
2022-11-30,Weekday,False,False,
2022-12-01,Weekday,False,False,
2022-12-02,Weekday,False,False,
2022-12-03,Weekend,False,False,Weekend
2022-12-04,Weekend,False,False,Weekend
2022-12-05,Weekday,False,False,
2022-12-06,Weekday,False,False,
2022-12-07,Weekday,False,False,
2022-12-08,Weekday,False,False,
2022-12-09,Weekday,False,False,
2022-12-10,Weekend,False,False,Weekend
2022-12-11,Weekend,False,False,Weekend
2022-12-12,Weekday,False,False,
2022-12-13,Weekday,False,False,
2022-12-14,Weekday,False,False,
2022-12-15,Weekday,False,False,
2022-12-16,Weekday,False,False,
2022-12-17,Weekend,False,False,Weekend
2022-12-18,Weekend,False,False,Weekend
2022-12-19,Weekday,False,False,
2022-12-20,Weekday,False,False,
2022-12-21,Weekday,False,False,
2022-12-22,Weekday,False,False,
2022-12-23,Weekday,False,False,
2022-12-24,Weekend,False,False,Weekend
2022-12-25,Weekend,True,False,"Local Holiday, Weekend"
2022-12-26,Weekday,False,False,
2022-12-27,Weekday,False,False,
2022-12-28,Weekday,False,False,
2022-12-29,Weekday,False,False,
2022-12-30,Weekday,False,False,
2022-12-31,Weekend,False,False,Weekend
2023-01-01,Weekend,True,False,"Local Holiday, Weekend"
2023-01-02,Weekday,False,False,
2023-01-03,Weekday,False,False,
2023-01-04,Weekday,False,False,
2023-01-05,Weekday,False,False,
2023-01-06,Weekday,False,False,
2023-01-07,Weekend,False,False,Weekend
2023-01-08,Weekend,False,False,Weekend
2023-01-09,Weekday,False,False,
2023-01-10,Weekday,False,False,
2023-01-11,Weekday,False,False,
2023-01-12,Weekday,False,False,
2023-01-13,Weekday,False,False,
2023-01-14,Weekend,False,False,Weekend
2023-01-15,Weekend,False,True,"Special Event, Weekend"
2023-01-16,Weekday,False,False,
2023-01-17,Weekday,False,False,
2023-01-18,Weekday,False,False,
2023-01-19,Weekday,False,False,
2023-01-20,Weekday,False,False,
2023-01-21,Weekend,False,False,Weekend
2023-01-22,Weekend,False,False,Weekend
2023-01-23,Weekday,False,False,
2023-01-24,Weekday,False,False,
2023-01-25,Weekday,False,False,
2023-01-26,Weekday,False,False,
2023-01-27,Weekday,False,False,
2023-01-28,Weekend,False,False,Weekend
2023-01-29,Weekend,False,False,Weekend
2023-01-30,Weekday,False,False,
2023-01-31,Weekday,False,False,
2023-02-01,Weekday,False,False,
2023-02-02,Weekday,False,False,
2023-02-03,Weekday,False,False,
2023-02-04,Weekend,False,False,Weekend
2023-02-05,Weekend,False,False,Weekend
2023-02-06,Weekday,False,False,
2023-02-07,Weekday,False,False,
2023-02-08,Weekday,False,False,
2023-02-09,Weekday,False,False,
2023-02-10,Weekday,False,False,
2023-02-11,Weekend,False,False,Weekend
2023-02-12,Weekend,False,False,Weekend
2023-02-13,Weekday,False,False,
2023-02-14,Weekday,False,False,
2023-02-15,Weekday,False,False,
2023-02-16,Weekday,False,False,
2023-02-17,Weekday,False,False,
2023-02-18,Weekend,False,False,Weekend
2023-02-19,Weekend,False,False,Weekend
2023-02-20,Weekday,False,False,
2023-02-21,Weekday,False,False,
2023-02-22,Weekday,False,False,
2023-02-23,Weekday,False,False,
2023-02-24,Weekday,False,False,
2023-02-25,Weekend,False,False,Weekend
2023-02-26,Weekend,False,False,Weekend
2023-02-27,Weekday,False,True,Special Event
2023-02-28,Weekday,False,True,Special Event
2023-03-01,Weekday,False,True,Special Event
2023-03-02,Weekday,False,False,
2023-03-03,Weekday,False,False,
2023-03-04,Weekend,False,False,Weekend
2023-03-05,Weekend,False,False,Weekend
2023-03-06,Weekday,False,False,
2023-03-07,Weekday,False,False,
2023-03-08,Weekday,False,False,
2023-03-09,Weekday,False,False,
2023-03-10,Weekday,False,False,
2023-03-11,Weekend,False,False,Weekend
2023-03-12,Weekend,False,True,"Special Event, Weekend"
2023-03-13,Weekday,False,False,
2023-03-14,Weekday,False,False,
2023-03-15,Weekday,False,False,
2023-03-16,Weekday,False,False,
2023-03-17,Weekday,False,False,
2023-03-18,Weekend,False,False,Weekend
2023-03-19,Weekend,False,False,Weekend
2023-03-20,Weekday,False,False,
2023-03-21,Weekday,False,False,
2023-03-22,Weekday,False,False,
2023-03-23,Weekday,False,False,
2023-03-24,Weekday,False,False,
2023-03-25,Weekend,False,True,"Special Event, Weekend"
2023-03-26,Weekend,False,False,Weekend
2023-03-27,Weekday,False,False,
2023-03-28,Weekday,False,False,
2023-03-29,Weekday,False,False,
2023-03-30,Weekday,False,False,
2023-03-31,Weekday,False,False,
2023-04-01,Weekend,False,False,Weekend
2023-04-02,Weekend,False,False,Weekend
2023-04-03,Weekday,False,False,
2023-04-04,Weekday,False,False,
2023-04-05,Weekday,False,False,
2023-04-06,Weekday,False,False,
2023-04-07,Weekday,False,False,
2023-04-08,Weekend,False,False,Weekend
2023-04-09,Weekend,False,False,Weekend
2023-04-10,Weekday,True,False,Local Holiday
2023-04-11,Weekday,False,False,
2023-04-12,Weekday,False,False,
2023-04-13,Weekday,False,False,
2023-04-14,Weekday,False,False,
2023-04-15,Weekend,False,False,Weekend
2023-04-16,Weekend,False,False,Weekend
2023-04-17,Weekday,False,False,
2023-04-18,Weekday,False,False,
2023-04-19,Weekday,False,False,
2023-04-20,Weekday,False,False,
2023-04-21,Weekday,False,False,
2023-04-22,Weekend,False,True,"Special Event, Weekend"
2023-04-23,Weekend,False,False,Weekend
2023-04-24,Weekday,False,False,
2023-04-25,Weekday,False,False,
2023-04-26,Weekday,False,False,
2023-04-27,Weekday,False,False,
2023-04-28,Weekday,False,False,
2023-04-29,Weekend,False,False,Weekend
2023-04-30,Weekend,False,False,Weekend
2023-05-01,Weekday,True,False,Local Holiday
2023-05-02,Weekday,False,False,
2023-05-03,Weekday,False,False,
2023-05-04,Weekday,False,False,
2023-05-05,Weekday,False,True,Special Event
2023-05-06,Weekend,False,False,Weekend
2023-05-07,Weekend,False,False,Weekend
2023-05-08,Weekday,False,False,
2023-05-09,Weekday,False,False,
2023-05-10,Weekday,False,False,
2023-05-11,Weekday,False,False,
2023-05-12,Weekday,False,False,
2023-05-13,Weekend,False,False,Weekend
2023-05-14,Weekend,False,False,Weekend
2023-05-15,Weekday,False,False,
2023-05-16,Weekday,False,False,
2023-05-17,Weekday,False,False,
2023-05-18,Weekday,False,False,
2023-05-19,Weekday,False,False,
2023-05-20,Weekend,False,False,Weekend
2023-05-21,Weekend,False,False,Weekend
2023-05-22,Weekday,False,False,
2023-05-23,Weekday,False,False,
2023-05-24,Weekday,False,False,
2023-05-25,Weekday,False,False,
2023-05-26,Weekday,False,False,
2023-05-27,Weekend,False,False,Weekend
2023-05-28,Weekend,False,False,Weekend
2023-05-29,Weekday,False,False,
2023-05-30,Weekday,False,False,
2023-05-31,Weekday,False,False,
2023-06-01,Weekday,False,False,
2023-06-02,Weekday,False,False,
2023-06-03,Weekend,False,False,Weekend
2023-06-04,Weekend,False,False,Weekend
2023-06-05,Weekday,False,False,
2023-06-06,Weekday,False,False,
2023-06-07,Weekday,False,False,
2023-06-08,Weekday,False,False,
2023-06-09,Weekday,False,False,
2023-06-10,Weekend,False,False,Weekend
2023-06-11,Weekend,False,False,Weekend
2023-06-12,Weekday,False,False,
2023-06-13,Weekday,False,False,
2023-06-14,Weekday,False,False,
2023-06-15,Weekday,False,False,
2023-06-16,Weekday,False,False,
2023-06-17,Weekend,False,False,Weekend
2023-06-18,Weekend,False,False,Weekend
2023-06-19,Weekday,False,False,
2023-06-20,Weekday,False,False,
2023-06-21,Weekday,False,False,
2023-06-22,Weekday,False,False,
2023-06-23,Weekday,False,False,
2023-06-24,Weekend,False,False,Weekend
2023-06-25,Weekend,False,False,Weekend
2023-06-26,Weekday,False,False,
2023-06-27,Weekday,False,False,
2023-06-28,Weekday,False,False,
2023-06-29,Weekday,False,False,
2023-06-30,Weekday,False,False,
2023-07-01,Weekend,False,False,Weekend
2023-07-02,Weekend,False,False,Weekend
2023-07-03,Weekday,False,False,
2023-07-04,Weekday,False,False,
2023-07-05,Weekday,False,False,
2023-07-06,Weekday,False,False,
2023-07-07,Weekday,False,False,
2023-07-08,Weekend,False,False,Weekend
2023-07-09,Weekend,False,False,Weekend
2023-07-10,Weekday,False,False,
2023-07-11,Weekday,False,False,
2023-07-12,Weekday,False,False,
2023-07-13,Weekday,False,False,
2023-07-14,Weekday,False,False,
2023-07-15,Weekend,False,False,Weekend
2023-07-16,Weekend,False,False,Weekend
2023-07-17,Weekday,False,False,
2023-07-18,Weekday,False,False,
2023-07-19,Weekday,False,False,
2023-07-20,Weekday,False,False,
2023-07-21,Weekday,False,False,
2023-07-22,Weekend,False,False,Weekend
2023-07-23,Weekend,False,False,Weekend
2023-07-24,Weekday,False,False,
2023-07-25,Weekday,False,False,
2023-07-26,Weekday,False,False,
2023-07-27,Weekday,False,False,
2023-07-28,Weekday,False,False,
2023-07-29,Weekend,False,False,Weekend
2023-07-30,Weekend,False,False,Weekend
2023-07-31,Weekday,False,False,
2023-08-01,Weekday,False,False,
2023-08-02,Weekday,False,False,
2023-08-03,Weekday,False,False,
2023-08-04,Weekday,False,False,
2023-08-05,Weekend,False,False,Weekend
2023-08-06,Weekend,False,False,Weekend
2023-08-07,Weekday,False,False,
2023-08-08,Weekday,False,False,
2023-08-09,Weekday,False,False,
2023-08-10,Weekday,False,False,
2023-08-11,Weekday,False,False,
2023-08-12,Weekend,False,False,Weekend
2023-08-13,Weekend,False,False,Weekend
2023-08-14,Weekday,False,False,
2023-08-15,Weekday,True,True,"Local Holiday, Special Event"
2023-08-16,Weekday,False,False,
2023-08-17,Weekday,False,False,
2023-08-18,Weekday,False,False,
2023-08-19,Weekend,False,False,Weekend
2023-08-20,Weekend,False,False,Weekend
2023-08-21,Weekday,False,False,
2023-08-22,Weekday,False,False,
2023-08-23,Weekday,False,False,
2023-08-24,Weekday,False,False,
2023-08-25,Weekday,False,False,
2023-08-26,Weekend,False,False,Weekend
2023-08-27,Weekend,False,False,Weekend
2023-08-28,Weekday,False,False,
2023-08-29,Weekday,False,False,
2023-08-30,Weekday,False,False,
2023-08-31,Weekday,False,False,
2023-09-01,Weekday,False,False,
2023-09-02,Weekend,False,False,Weekend
2023-09-03,Weekend,False,False,Weekend
2023-09-04,Weekday,False,False,
2023-09-05,Weekday,False,False,
2023-09-06,Weekday,False,False,
2023-09-07,Weekday,False,False,
2023-09-08,Weekday,False,False,
2023-09-09,Weekend,False,False,Weekend
2023-09-10,Weekend,False,False,Weekend
2023-09-11,Weekday,True,False,Local Holiday
2023-09-12,Weekday,False,False,
2023-09-13,Weekday,False,False,
2023-09-14,Weekday,False,False,
2023-09-15,Weekday,False,False,
2023-09-16,Weekend,False,False,Weekend
2023-09-17,Weekend,False,False,Weekend
2023-09-18,Weekday,False,False,
2023-09-19,Weekday,False,False,
2023-09-20,Weekday,False,False,
2023-09-21,Weekday,False,False,
2023-09-22,Weekday,False,False,
2023-09-23,Weekend,False,False,Weekend
2023-09-24,Weekend,False,False,Weekend
2023-09-25,Weekday,False,False,
2023-09-26,Weekday,False,False,
2023-09-27,Weekday,False,False,
2023-09-28,Weekday,False,False,
2023-09-29,Weekday,False,False,
2023-09-30,Weekend,False,False,Weekend
2023-10-01,Weekend,False,False,Weekend
2023-10-02,Weekday,False,False,
2023-10-03,Weekday,False,False,
2023-10-04,Weekday,False,False,
2023-10-05,Weekday,False,False,
2023-10-06,Weekday,False,False,
2023-10-07,Weekend,False,False,Weekend
2023-10-08,Weekend,False,False,Weekend
2023-10-09,Weekday,False,False,
2023-10-10,Weekday,False,False,
2023-10-11,Weekday,False,False,
2023-10-12,Weekday,False,False,
2023-10-13,Weekday,False,False,
2023-10-14,Weekend,False,False,Weekend
2023-10-15,Weekend,False,False,Weekend
2023-10-16,Weekday,False,False,
2023-10-17,Weekday,False,False,
2023-10-18,Weekday,False,False,
2023-10-19,Weekday,False,False,
2023-10-20,Weekday,False,False,
2023-10-21,Weekend,False,False,Weekend
2023-10-22,Weekend,False,False,Weekend
2023-10-23,Weekday,False,False,
2023-10-24,Weekday,False,False,
2023-10-25,Weekday,False,False,
2023-10-26,Weekday,False,False,
2023-10-27,Weekday,False,False,
2023-10-28,Weekend,False,False,Weekend
2023-10-29,Weekend,False,False,Weekend
2023-10-30,Weekday,False,False,
2023-10-31,Weekday,False,False,
2023-11-01,Weekday,False,False,
2023-11-02,Weekday,False,False,
2023-11-03,Weekday,False,False,
2023-11-04,Weekend,False,False,Weekend
2023-11-05,Weekend,False,False,Weekend
2023-11-06,Weekday,False,False,
2023-11-07,Weekday,False,False,
2023-11-08,Weekday,False,False,
2023-11-09,Weekday,False,False,
2023-11-10,Weekday,False,False,
2023-11-11,Weekend,False,False,Weekend
2023-11-12,Weekend,False,False,Weekend
2023-11-13,Weekday,False,False,
2023-11-14,Weekday,False,False,
2023-11-15,Weekday,False,False,
2023-11-16,Weekday,False,False,
2023-11-17,Weekday,False,False,
2023-11-18,Weekend,False,False,Weekend
2023-11-19,Weekend,False,False,Weekend
2023-11-20,Weekday,False,False,
2023-11-21,Weekday,False,False,
2023-11-22,Weekday,False,False,
2023-11-23,Weekday,False,False,
2023-11-24,Weekday,False,False,
2023-11-25,Weekend,False,False,Weekend
2023-11-26,Weekend,False,False,Weekend
2023-11-27,Weekday,False,False,
2023-11-28,Weekday,False,False,
2023-11-29,Weekday,False,False,
2023-11-30,Weekday,False,False,
2023-12-01,Weekday,False,False,
2023-12-02,Weekend,False,False,Weekend
2023-12-03,Weekend,False,False,Weekend
2023-12-04,Weekday,False,False,
2023-12-05,Weekday,False,False,
2023-12-06,Weekday,False,False,
2023-12-07,Weekday,False,False,
2023-12-08,Weekday,False,False,
2023-12-09,Weekend,False,False,Weekend
2023-12-10,Weekend,False,False,Weekend
2023-12-11,Weekday,False,False,
2023-12-12,Weekday,False,False,
2023-12-13,Weekday,False,False,
2023-12-14,Weekday,False,False,
2023-12-15,Weekday,False,False,
2023-12-16,Weekend,False,False,Weekend
2023-12-17,Weekend,False,False,Weekend
2023-12-18,Weekday,False,False,
2023-12-19,Weekday,False,False,
2023-12-20,Weekday,False,False,
2023-12-21,Weekday,False,False,
2023-12-22,Weekday,False,False,
2023-12-23,Weekend,False,False,Weekend
2023-12-24,Weekend,False,False,Weekend
2023-12-25,Weekday,True,False,Local Holiday
2023-12-26,Weekday,False,False,
2023-12-27,Weekday,False,False,
2023-12-28,Weekday,False,False,
2023-12-29,Weekday,False,False,
2023-12-30,Weekend,False,False,Weekend
2023-12-31,Weekend,False,False,Weekend
2024-01-01,Weekday,True,False,Local Holiday
2024-01-02,Weekday,False,False,
2024-01-03,Weekday,False,False,
2024-01-04,Weekday,False,False,
2024-01-05,Weekday,False,False,
2024-01-06,Weekend,False,False,Weekend
2024-01-07,Weekend,False,False,Weekend
2024-01-08,Weekday,False,False,
2024-01-09,Weekday,False,False,
2024-01-10,Weekday,False,False,
2024-01-11,Weekday,False,False,
2024-01-12,Weekday,False,False,
2024-01-13,Weekend,False,False,Weekend
2024-01-14,Weekend,False,False,Weekend
2024-01-15,Weekday,False,False,
2024-01-16,Weekday,False,False,
2024-01-17,Weekday,False,False,
2024-01-18,Weekday,False,False,
2024-01-19,Weekday,False,False,
2024-01-20,Weekend,False,False,Weekend
2024-01-21,Weekend,False,False,Weekend
2024-01-22,Weekday,False,False,
2024-01-23,Weekday,False,False,
2024-01-24,Weekday,False,False,
2024-01-25,Weekday,False,False,
2024-01-26,Weekday,False,False,
2024-01-27,Weekend,False,False,Weekend
2024-01-28,Weekend,False,False,Weekend
2024-01-29,Weekday,False,False,
2024-01-30,Weekday,False,False,
2024-01-31,Weekday,False,False,
2024-02-01,Weekday,False,False,
2024-02-02,Weekday,False,False,
2024-02-03,Weekend,False,False,Weekend
2024-02-04,Weekend,False,False,Weekend
2024-02-05,Weekday,False,False,
2024-02-06,Weekday,False,False,
2024-02-07,Weekday,False,False,
2024-02-08,Weekday,False,False,
2024-02-09,Weekday,False,False,
2024-02-10,Weekend,False,False,Weekend
2024-02-11,Weekend,False,False,Weekend
2024-02-12,Weekday,False,False,
2024-02-13,Weekday,False,False,
2024-02-14,Weekday,False,False,
2024-02-15,Weekday,False,False,
2024-02-16,Weekday,False,False,
2024-02-17,Weekend,False,False,Weekend
2024-02-18,Weekend,False,True,"Special Event, Weekend"
2024-02-19,Weekday,False,False,
2024-02-20,Weekday,False,False,
2024-02-21,Weekday,False,False,
2024-02-22,Weekday,False,False,
2024-02-23,Weekday,False,False,
